year;month;AC;province;party;nElectoresProvince;nVotosCandidaturasProvince;nElectoresAC;nVotosCandidaturaAC;nVotosPartyProv;sumVotesEachPartyACTotal;sumVotesEachPartyACTotalDividedBynVotosCandidaturaAC;totalDepsProv;totalDepsAvailableInAC;nDepsPerProvPerYear;totalDepsPerPartyPerAC;totalDepsPerPartyPerACDividedByTotalDepsAvailablePerAC
1984;4;Catalonia;NA;PCE;NA;NA;4494340;2863203;NA;68836;0.024041606550426;NA;135;NA;6;0.044444444444444
1984;2;Pais Vasco;Álava;HB;NA;124622;NA;1074028;13539;157389;0.146540872305005;25;75;3;11;0.146666666666667
1984;2;Pais Vasco;Guipúzcoa;HB;NA;353355;NA;1074028;66443;157389;0.146540872305005;25;75;5;11;0.146666666666667
1984;2;Pais Vasco;Vizcaya;HB;NA;596051;NA;1074028;77407;157389;0.146540872305005;25;75;3;11;0.146666666666667
1984;4;Catalonia;NA;ERC;NA;NA;4494340;2863203;NA;126943;0.044336011103649;NA;135;NA;5;0.037037037037037
1984;2;Pais Vasco;Álava;EE;NA;124622;NA;1074028;9633;85671;0.079766076862056;25;75;2;6;0.08
1984;2;Pais Vasco;Guipúzcoa;EE;NA;353355;NA;1074028;31538;85671;0.079766076862056;25;75;2;6;0.08
1984;2;Pais Vasco;Vizcaya;EE;NA;596051;NA;1074028;44500;85671;0.079766076862056;25;75;2;6;0.08
1984;4;Catalonia;NA;CIU;NA;NA;4494340;2863203;NA;1346729;0.470357498228383;NA;135;NA;72;0.533333333333333
1984;4;Catalonia;NA;AP;NA;NA;4494340;2863203;NA;221601;0.077396188813717;NA;135;NA;11;0.081481481481482
1984;2;Pais Vasco;Álava;AP;NA;124622;NA;1074028;20380;100581;0.093648396503629;25;75;4;7;0.093333333333333
1984;2;Pais Vasco;Guipúzcoa;AP;NA;353355;NA;1074028;23994;100581;0.093648396503629;25;75;1;7;0.093333333333333
1984;2;Pais Vasco;Vizcaya;AP;NA;596051;NA;1074028;56207;100581;0.093648396503629;25;75;2;7;0.093333333333333
1983;5;Navarra;Navarra;UPN;379692;264081;379692;264081;62072;62072;0.235049094785312;50;50;13;13;0.26
1983;5;Illes Baleares;Illes Baleares;UM;489108;309139;489108;309139;47075;47075;0.152277777957488;54;54;6;6;0.111111111111111
1983;5;Asturias;Asturias;PSOE;873690;562222;873690;562222;293320;293320;0.521715621231471;45;45;26;26;0.577777777777778
1983;5;Canarias;NA;PSOE;NA;NA;NA;568225;NA;235245;0.4236;NA;60;NA;26;0.433333333333333
1983;5;Cantabria;Cantabria;PSOE;384993;277440;384993;277440;107168;107168;0.386274509803922;35;35;15;15;0.428571428571429
1983;5;Castilla y Leon;NA;PSOE;NA;NA;1993809;1358485;NA;608604;0.448002002230426;NA;84;NA;42;0.5
1983;5;Castilla-La Mancha;Albacete;PSOE;248202;172757;1230011;885365;91876;416177;0.470062629536971;9;44;5;23;0.522727272727273
1983;5;Castilla-La Mancha;Ciudad Real;PSOE;353187;241183;1230011;885365;122580;416177;0.470062629536971;10;44;6;23;0.522727272727273
1983;5;Castilla-La Mancha;Cuenca;PSOE;165095;121763;1230011;885365;51327;416177;0.470062629536971;8;44;4;23;0.522727272727273
1983;5;Castilla-La Mancha;Guadalajara;PSOE;110325;80211;1230011;885365;32099;416177;0.470062629536971;7;44;3;23;0.522727272727273
1983;5;Castilla-La Mancha;Toledo;PSOE;353202;269451;1230011;885365;118295;416177;0.470062629536971;10;44;5;23;0.522727272727273
1983;5;Extremadura;Badajoz;PSOE;474168;337049;NA;557469;191679;296939;0.532655627487806;35;65;NA;35;0.538461538461538
1983;5;Extremadura;Caceres;PSOE;NA;220420;NA;557469;105260;296939;0.532655627487806;30;65;15;35;0.538461538461538
1983;5;La Rioja;La Rioja;PSOE;194994;134269;194994;134269;63848;63848;0.475523017226612;35;35;18;18;0.514285714285714
1983;5;Madrid;Madrid;PSOE;NA;2326390;NA;2326390;1181277;1181277;0.507772557481764;94;94;51;51;0.542553191489362
1983;5;Murcia;Murcia;PSOE;NA;454949;NA;454949;238968;238968;0.525263271267769;43;43;26;26;0.604651162790698
1983;5;Aragon;NA;PSOE;NA;NA;917601;599712;NA;282938;0.471789792433702;NA;66;NA;33;0.5
1983;5;Illes Baleares;Illes Baleares;PSOE;489108;309139;489108;309139;107650;107650;0.348225232015372;54;54;21;21;0.388888888888889
1983;5;Valencia;NA;PSOE;NA;NA;2654967;1898066;NA;982567;0.517667457296006;NA;89;NA;51;0.573033707865169
1983;5;Navarra;Navarra;PSN-PSOE;379692;264081;379692;264081;94737;94737;0.35874220409647;50;50;20;20;0.4
1983;5;Illes Baleares;Illes Baleares;PSM;489108;309139;489108;309139;20669;20669;0.066859891505116;54;54;4;4;0.074074074074074
1983;5;La Rioja;La Rioja;PRP;194994;134269;194994;134269;10102;10102;0.075237024182797;35;35;2;2;0.057142857142857
1983;5;Cantabria;Cantabria;PRC;384993;277440;384993;277440;18767;18767;0.0676434544406;35;35;2;2;0.057142857142857
1983;5;Navarra;Navarra;PNV/NaBai;NA;NA;NA;264081;NA;18161;0.068770566606458;NA;50;NA;3;0.06
1983;5;Aragon;NA;PCE;NA;NA;917601;599712;NA;23953;0.039940838269036;NA;66;NA;1;0.015151515151515
1983;5;Cantabria;Cantabria;PCE;384993;277440;384993;277440;11052;11052;0.039835640138408;35;35;0;0;0
1983;5;Castilla y Leon;NA;PCE;NA;NA;1993809;1358485;NA;44357;0.032651814337295;NA;84;NA;0;0
1983;5;Extremadura;Badajoz;PCE;474168;337049;NA;557469;28107;36294;0.065104965477901;35;65;NA;4;0.061538461538462
1983;5;Extremadura;Caceres;PCE;NA;220420;NA;557469;8187;36294;0.065104965477901;30;65;1;4;0.061538461538462
1983;5;La Rioja;La Rioja;PCE;194994;134269;194994;134269;2934;2934;0.021851656003992;35;35;0;0;0
1983;5;Madrid;Madrid;PCE;NA;2326390;NA;2326390;207058;207058;0.089003993311526;94;94;9;9;0.095744680851064
1983;5;Murcia;Murcia;PCE;NA;454949;NA;454949;32113;32113;0.070585933807965;43;43;1;1;0.023255813953488
1983;5;Illes Baleares;Illes Baleares;PCE;489108;309139;489108;309139;7669;7669;0.024807610815847;54;54;0;0;0
1983;5;Valencia;NA;PCE;NA;NA;2654967;1898066;NA;142570;0.075113299537529;NA;89;NA;6;0.067415730337079
1983;5;Canarias;NA;PCE;NA;NA;NA;568225;NA;24418;NA;NA;60;NA;1;NA
1983;5;Navarra;Navarra;PCE;NA;NA;NA;264081;NA;1712;0.006482859425707;NA;50;NA;0;0
1983;5;Asturias;Asturias;PCA;873690;562222;873690;562222;62855;62855;0.111797475018765;45;45;5;5;0.111111111111111
1983;5;Aragon;NA;PAR;NA;NA;917601;599712;NA;123494;0.205922175977803;NA;66;NA;13;0.196969696969697
1983;5;Castilla-La Mancha;Albacete;OTROS;248202;172757;1230011;885365;16646;104512;0.118043970565812;9;44;0;0;0
1983;5;Castilla-La Mancha;Ciudad Real;OTROS;353187;241183;1230011;885365;23674;104512;0.118043970565812;10;44;0;0;0
1983;5;Castilla-La Mancha;Cuenca;OTROS;165095;121763;1230011;885365;16356;104512;0.118043970565812;8;44;0;0;0
1983;5;Castilla-La Mancha;Guadalajara;OTROS;110325;80211;1230011;885365;10770;104512;0.118043970565812;7;44;0;0;0
1983;5;Castilla-La Mancha;Toledo;OTROS;353202;269451;1230011;885365;37066;104512;0.118043970565812;10;44;0;0;0
1983;5;Navarra;Navarra;HB;379692;264081;379692;264081;28055;28055;0.106236344151984;50;50;6;6;0.12
1983;5;Extremadura;Badajoz;EU;474168;337049;NA;557469;11351;47504;0.085213706950521;35;65;NA;6;0.092307692307692
1983;5;Extremadura;Caceres;EU;NA;220420;NA;557469;36153;47504;0.085213706950521;30;65;5;6;0.092307692307692
1983;5;Asturias;Asturias;CDS;873690;562222;873690;562222;19495;19495;0.034674914891271;45;45;0;0;0
1983;5;Canarias;NA;CDS;NA;NA;NA;568225;NA;41031;0.0735;NA;60;NA;6;0.1
1983;5;Cantabria;Cantabria;CDS;384993;277440;384993;277440;7164;7164;0.025821799307959;35;35;0;0;0
1983;5;Castilla y Leon;NA;CDS;NA;NA;1993809;1358485;NA;81741;0.060170704866083;NA;84;NA;2;0.023809523809524
1983;5;Extremadura;Caceres;CDS;NA;220420;NA;557469;4414;4414;0.007917929068702;30;65;0;0;0
1983;5;Aragon;NA;CDS;NA;NA;917601;599712;NA;19879;0.033147577503869;NA;66;NA;1;0.015151515151515
1983;5;Illes Baleares;Illes Baleares;CDS;489108;309139;489108;309139;6625;6625;0.021430489197416;54;54;0;0;0
1983;5;Valencia;NA;CDS;NA;NA;2654967;1898066;NA;36015;0.018974577280242;NA;89;NA;0;0
1983;5;La Rioja;La Rioja;CDS;194994;134269;194994;134269;3264;3264;0.024309408724277;35;35;0;0;0
1983;5;Madrid;Madrid;CDS;NA;2326390;NA;2326390;73124;73124;0.031432390957664;94;94;0;0;0
1983;5;Murcia;Murcia;CDS;NA;454949;NA;454949;5224;5224;0.011482605742622;43;43;0;0;0
1983;5;Asturias;Asturias;AP;873690;562222;873690;562222;170654;170654;0.303534902582965;45;45;14;14;0.311111111111111
1983;5;Canarias;NA;AP;NA;NA;NA;568225;NA;163258;0.2964;NA;60;NA;17;0.283333333333333
1983;5;Cantabria;Cantabria;AP;384993;277440;384993;277440;122748;122748;0.442430795847751;35;35;18;18;0.514285714285714
1983;5;Castilla y Leon;NA;AP;NA;NA;1993809;1358485;NA;543851;0.4003364041561;NA;84;NA;39;0.464285714285714
1983;5;Castilla-La Mancha;Albacete;AP;248202;172757;1230011;885365;64235;364676;0.411893399897217;9;44;4;21;0.477272727272727
1983;5;Castilla-La Mancha;Ciudad Real;AP;353187;241183;1230011;885365;94929;364676;0.411893399897217;10;44;4;21;0.477272727272727
1983;5;Castilla-La Mancha;Cuenca;AP;165095;121763;1230011;885365;54080;364676;0.411893399897217;8;44;4;21;0.477272727272727
1983;5;Castilla-La Mancha;Guadalajara;AP;110325;80211;1230011;885365;37342;364676;0.411893399897217;7;44;4;21;0.477272727272727
1983;5;Castilla-La Mancha;Toledo;AP;353202;269451;1230011;885365;114090;364676;0.411893399897217;10;44;5;21;0.477272727272727
1983;5;Extremadura;Badajoz;AP;474168;337049;NA;557469;104449;168606;0.302449104793271;35;65;NA;20;0.307692307692308
1983;5;Extremadura;Caceres;AP;NA;220420;NA;557469;64157;168606;0.302449104793271;30;65;9;20;0.307692307692308
1983;5;Navarra;Navarra;(UPN-)AP/PP;379692;264081;379692;264081;37554;37554;0.142206368500574;50;50;8;8;0.16
1983;5;La Rioja;La Rioja;AP;194994;134269;194994;134269;54121;54121;0.403078893862321;35;35;15;15;0.428571428571429
1983;5;Madrid;Madrid;AP;NA;2326390;NA;2326390;798353;798353;0.343172468932552;94;94;34;34;0.361702127659574
1983;5;Murcia;Murcia;AP;NA;454949;NA;454949;162074;162074;0.356246524335695;43;43;16;16;0.372093023255814
1983;5;Aragon;NA;AP;NA;NA;917601;599712;NA;136515;0.227634264446934;NA;66;NA;18;0.272727272727273
1983;5;Illes Baleares;Illes Baleares;AP;489108;309139;489108;309139;110794;110794;0.35839541436053;54;54;21;21;0.388888888888889
1983;5;Valencia;NA;AP;NA;NA;2654967;1898066;NA;609519;0.321126346502176;NA;89;NA;32;0.359550561797753
1982;5;Andalucia;NA;UCD;NA;NA;4322168;2832251;NA;370848;0.130937547554931;NA;109;NA;15;0.137614678899083
1982;5;Andalucia;NA;PSOE;NA;NA;4322168;2832251;NA;1492830;0.52708252199399;NA;109;NA;66;0.605504587155963
1982;5;Andalucia;NA;PCE;NA;NA;4322168;2832251;NA;243724;0.086053107581214;NA;109;NA;8;0.073394495412844
1982;5;Andalucia;NA;AP;NA;NA;4322168;2832251;NA;483896;0.17085208902742;NA;109;NA;17;0.155963302752294
1981;10;Galicia;La Coruña;UCD;NA;NA;NA;978994;NA;274191;0.280074239474399;22;71;5;24;0.338028169014084
1981;10;Galicia;Lugo;UCD;NA;NA;NA;978994;NA;274191;0.280074239474399;15;71;6;24;0.338028169014084
1981;10;Galicia;Orense;UCD;NA;NA;NA;978994;NA;274191;0.280074239474399;15;71;7;24;0.338028169014084
1981;10;Galicia;Pontevedra;UCD;NA;NA;NA;978994;NA;274191;0.280074239474399;19;71;6;24;0.338028169014084
1981;10;Galicia;La Coruña;PSOE;NA;NA;NA;978994;NA;193456;0.197606931196718;22;71;6;16;0.225352112676056
1981;10;Galicia;Lugo;PSOE;NA;NA;NA;978994;NA;193456;0.197606931196718;15;71;3;16;0.225352112676056
1981;10;Galicia;Orense;PSOE;NA;NA;NA;978994;NA;193456;0.197606931196718;15;71;3;16;0.225352112676056
1981;10;Galicia;Pontevedra;PSOE;NA;NA;NA;978994;NA;193456;0.197606931196718;19;71;4;16;0.225352112676056
1981;10;Galicia;NA;PCE;NA;NA;NA;978994;NA;33497;NA;NA;71;NA;1;0.0140845
1981;10;Galicia;La Coruña;AP;NA;NA;NA;978994;NA;301039;0.307498309489129;22;71;9;26;0.366197183098592
1981;10;Galicia;Lugo;AP;NA;NA;NA;978994;NA;301039;0.307498309489129;15;71;5;26;0.366197183098592
1981;10;Galicia;Orense;AP;NA;NA;NA;978994;NA;301039;0.307498309489129;15;71;5;26;0.366197183098592
1981;10;Galicia;Pontevedra;AP;NA;NA;NA;978994;NA;301039;0.307498309489129;19;71;7;26;0.366197183098592
1980;3;Catalonia;NA;UCD;NA;NA;4432776;2687453;NA;286922;0.106763541539145;NA;135;NA;18;0.133333333333333
1980;3;Pais Vasco;NA;UCD;NA;NA;1554527;916275;NA;78095;0.085230962320264;NA;60;NA;6;0.1
1980;3;Pais Vasco;NA;PSE-PSOE;NA;NA;1554527;916275;NA;130221;0.142119996725874;NA;60;NA;9;0.15
1980;3;Catalonia;NA;PSC-PSOE;NA;NA;4432776;2687453;NA;606717;0.225759110950033;NA;135;NA;33;0.244444444444444
1980;3;Pais Vasco;NA;PNV;NA;NA;1554527;916275;NA;349102;0.381001336934872;NA;60;NA;25;0.416666666666667
1980;3;Pais Vasco;NA;PCE;NA;NA;NA;916275;NA;36845;NA;NA;60;NA;1;NA
1980;3;Catalonia;NA;PCE;NA;NA;NA;2687453;NA;507753;NA;NA;135;NA;25;NA
1980;3;Pais Vasco;NA;HB;NA;NA;1554527;916275;NA;151636;0.165491801042264;NA;60;NA;11;0.183333333333333
1980;3;Catalonia;NA;ERC;NA;NA;4432776;2687453;NA;240871;0.089627986052221;NA;135;NA;14;0.103703703703704
1980;3;Pais Vasco;NA;EE;NA;NA;1554527;916275;NA;89953;0.098172491882896;NA;60;NA;6;0.1
1980;3;Catalonia;NA;CIU;NA;NA;4432776;2687453;NA;752943;0.280169736921911;NA;135;NA;43;0.318518518518519
1980;3;Pais Vasco;NA;AP;NA;NA;1554527;916275;NA;43751;0.047748765381572;NA;60;NA;2;0.033333333333333
1979;4;Navarra;Navarra;UPN;365080;253877;365080;253877;40764;40764;0.16056594335052;70;70;13;13;0.185714285714286
1979;4;Navarra;Navarra;UCD;365080;253877;365080;253877;68040;68040;0.268003797114351;70;70;20;20;0.285714285714286
1979;4;Navarra;Navarra;PSN-PSOE;365080;253877;365080;253877;48289;48289;0.19020628099434;70;70;15;15;0.214285714285714
1979;4;Navarra;Navarra;PNV;NA;NA;NA;253877;NA;12845;0.050595367047822;NA;70;NA;3;0.042857142857143
1979;4;Navarra;Navarra;PCE;365080;253877;365080;253877;28244;6231;NA;NA;70;NA;0;NA
1979;4;Navarra;Navarra;HB;365080;253877;365080;253877;28244;28244;0.111250723775687;70;70;9;9;0.128571428571429
1981;10;Galicia;NA;BNG;NA;NA;NA;NA;NA;NA;0.627;NA;NA;NA;3;0.0422535
2011;5;Madrid;Madrid;UPYD;NA;NA;0;0;0;0;0;129;129;8;8;0.0620155
